file_id,file_datetime,GC Method,id1,Analysis,Method,H3 Factor,Depth_cm,FileName,CoreName,DepthRange,compound,peak_info,peak_nr,rt_start,rt,rt_end,amp2,amp3,bgrd2_start,bgrd3_start,bgrd2_end,bgrd3_end,area2,area3,r3/2,rd3/2,d3/2,d2H,at2H
K11069_Acquisition-1264.cf,12/24/2010 16:09,New\H2\30m250micron\FAME_STD_250.6890,K11069,10122,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,NA,?? (917),17,910.3900146,917.039978,931.3699951,0.581665514,0.147844557,0.361951567,0.191719928,0.361951567,0.191719928,2.122209727,0.536757891,0.252924056,177.5369669,-151.3385101,-151.3385101,0.013216156
K11069_Acquisition-1264.cf,12/24/2010 16:09,New\H2\30m250micron\FAME_STD_250.6890,K11069,10122,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C31,C31 (953??),NA,NA,953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K11069_Acquisition-1264.cf,12/24/2010 16:09,New\H2\30m250micron\FAME_STD_250.6890,K11069,10122,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,NA,?? (962.1),18,954.960022,962.0800171,969.9799805,1.612154504,0.385454018,0.364239704,0.193063298,0.364239704,0.193063298,7.693096055,1.865314984,0.242466098,128.9664399,-186.3437261,-186.3437261,0.012671091
K11069_Acquisition-1264.cf,12/24/2010 16:09,New\H2\30m250micron\FAME_STD_250.6890,K11069,10122,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C33,C33 (1050??),NA,NA,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K11069_Acquisition-1264.cf,12/24/2010 16:09,New\H2\30m250micron\FAME_STD_250.6890,K11069,10122,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,NA,?? (1064),19,1056.640015,1063.810059,1075.599976,0.418020217,0.10376204,0.294301641,0.176957989,0.294301641,0.176957989,1.990170427,0.48629567,0.244348757,138.002312,-179.8314918,-179.8314918,0.012772493
K11069_Acquisition-1264.cf,12/24/2010 16:09,New\H2\30m250micron\FAME_STD_250.6890,K11069,10122,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,H2,H2 (1129),20,1125.97998,1129.030029,1151.709961,4.89272996,1.157785799,0.206253056,0.156274133,0.206253056,0.156274133,93.76666833,20.15089947,0.214904719,1.025196577,-278.5521316,-278.5521316,0.011235288
K11069_Acquisition-1264.cf,12/24/2010 16:09,New\H2\30m250micron\FAME_STD_250.6890,K11069,10122,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,H2,H2 (1169),21,1163.810059,1169.180054,1192.380005,4.90171309,1.159499135,0.206000087,0.156858626,0.206000087,0.156858626,94.09853988,20.19961825,0.214664524,0,-279.291,-279.291,0.011223783
K11069_Acquisition-1264.cf,12/24/2010 16:09,New\H2\30m250micron\FAME_STD_250.6890,K11069,10122,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,H2,H2 (1209),22,1203.189941,1209.079956,1232.52002,4.902278528,1.158749474,0.206310965,0.156934925,0.206310965,0.156934925,94.12700814,20.21427216,0.214755282,0.422790169,-278.9862913,-278.9862913,0.011228528
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,H2,H2 (208.9),1,205.8800049,208.9400024,231.3699951,4.900281013,1.160667196,0.206609439,0.155992995,0.206609439,0.155992995,93.6398605,20.14717945,0.215156017,-0.082062815,-279.3501434,-279.3501434,0.011222862
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,H2,H2 (249.1),2,246.0500031,249.1000061,271.2600098,4.888124817,1.158758088,0.207298151,0.157409034,0.207298151,0.157409034,93.37827737,20.09254712,0.215173675,0,-279.291,-279.291,0.011223783
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,H2,H2 (289),3,283.6199951,288.9899902,312.1799927,4.896328881,1.160387364,0.206916113,0.156338296,0.206916113,0.156338296,93.91162303,20.20941046,0.215196051,0.14215622,-279.1885467,-279.1885467,0.011225378
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,NA,C17 (439??),NA,NA,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C17,?? (445),4,440.4500122,445.019989,454.7399902,2.296537104,0.594832977,0.299726877,0.178854781,0.299726877,0.178854781,7.502276729,1.825886661,0.243377674,131.2875336,-184.670893,-184.670893,0.012697138
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,NA,C19 (501),5,497.1099854,500.9500122,505.2999878,0.347085029,0.085899651,0.29498839,0.178273971,0.29498839,0.178273971,1.244255282,0.295305796,0.237335376,103.260282,-204.8703854,-204.8703854,0.01238261
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C19,?? (509.6),6,505.2999878,509.6199951,514.460022,1.292120717,0.333105277,0.333043825,0.186570139,0.333043825,0.186570139,4.426341999,1.08311253,0.244696982,137.4903533,-180.2004649,-180.2004649,0.012766748
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C21,C21 (579.6),7,568.8699951,579.6199951,593.9799805,0.652909369,0.168449765,0.301109824,0.179941269,0.301109824,0.179941269,3.134637704,0.777571221,0.248057764,153.1904151,-168.8852891,-168.8852891,0.012942936
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C22,C22 (616.3),8,609.9199829,616.3200073,624.0200195,0.301201282,0.078637011,0.273073854,0.173012859,0.273073854,0.173012859,1.013960138,0.254535199,0.251030775,167.0525632,-158.8947142,-158.8947142,0.013098499
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C23,C23 (656.1),9,648.960022,656.0900269,668.8900146,2.671835793,0.656358047,0.269851183,0.171097932,0.269851183,0.171097932,10.76727055,2.563511111,0.238083654,106.9029826,-202.2450583,-202.2450583,0.01242349
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C24,C24 (692.5),10,683.5300293,692.5,700.4299927,0.782844091,0.196147169,0.269912602,0.170921928,0.269912602,0.170921928,2.871734708,0.70468861,0.245387782,140.9012252,-177.7422189,-177.7422189,0.012805025
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C25,C25 (733.5),11,725.3599854,733.4799805,739.0700073,3.985265804,0.982063993,0.29000829,0.176521695,0.29000829,0.176521695,18.29072499,4.355342862,0.238117563,107.1426313,-202.0723414,-202.0723414,0.012426179
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C26,C26 (768.5),12,760.6199951,768.5499878,776.2199707,0.964882105,0.24559383,0.294136212,0.176087349,0.294136212,0.176087349,3.512769279,0.874321428,0.248898051,157.306035,-165.9191248,-165.9191248,0.012989122
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C27,C27 (808.5),13,798.0300293,808.4699707,819.9299927,3.704973242,0.918260652,0.300920159,0.178385653,0.300920159,0.178385653,18.9443181,4.556896726,0.240541607,118.4936517,-193.8915588,-193.8915588,0.012553563
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C28,C28 (835??),NA,NA,835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,NA,?? (842.2),14,835.0599976,842.2000122,850.6500244,0.842076495,0.211893518,0.319643953,0.183068815,0.319643953,0.183068815,3.107729912,0.754839953,0.242891105,129.4550372,-185.9915896,-185.9915896,0.012676574
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C29,C29 (881.6),15,871.4199829,881.5800171,893.039978,3.420796813,0.844861736,0.34056602,0.188000328,0.34056602,0.188000328,17.6874309,4.254799326,0.240554965,118.6340408,-193.7903791,-193.7903791,0.012555138
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C30,C30 (909??),NA,NA,909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,NA,?? (916.8),16,910.1799927,916.8200073,930.9000244,0.569965954,0.145411359,0.35727858,0.191281319,0.35727858,0.191281319,2.135826241,0.531522243,0.248860246,157.294478,-165.9274541,-165.9274541,0.012988993
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C31,C31 (953??),NA,NA,953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,NA,?? (961.8),17,953.9699707,961.8499756,969.5,1.571627197,0.378519678,0.365650741,0.194106772,0.365650741,0.194106772,7.450765101,1.819086584,0.244147622,135.4279336,-181.6868694,-181.6868694,0.012743603
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C33,C33 (1050??),NA,NA,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,NA,?? (1064),18,1056.680054,1063.599976,1075.640015,0.404277215,0.100412234,0.293800618,0.175996345,0.293800618,0.175996345,1.887753244,0.46304166,0.245287175,140.8386326,-177.78733,-177.78733,0.012804323
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,H2,H2 (1129),19,1126.27002,1129.069946,1152.77002,4.907451632,1.162899113,0.206777788,0.156227582,0.206777788,0.156227582,93.82770921,20.17254462,0.2149956,0.014209705,-279.2807589,-279.2807589,0.011223942
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,H2,H2 (1169),20,1165.910034,1168.969971,1192.930054,4.912300229,1.162318969,0.206971105,0.156792982,0.206971105,0.156792982,94.01999394,20.21282558,0.214984332,0,-279.291,-279.291,0.011223783
K11069_Acquisition-1265.cf,12/24/2010 16:40,New\H2\30m250micron\FAME_STD_250.6890,K11069,10123,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,H2,H2 (1209),21,1205.290039,1209.109985,1233.069946,4.8999838,1.158130441,0.206765523,0.156779225,0.206765523,0.156779225,93.99761399,20.19488998,0.214844709,-0.649458533,-279.7590706,-279.7590706,0.011216494
K11069_Acquisition-1266.cf,12/24/2010 17:11,New\H2\30m250micron\FAME_STD_250.6890,K11069,10124,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,H2,H2 (209.1),1,204.0200043,209.1300049,231.8099976,4.880378724,1.15584406,0.206052973,0.156503829,0.206052973,0.156503829,93.52687371,20.14865002,0.215431664,-0.190182672,-279.4280664,-279.4280664,0.011221648
K11069_Acquisition-1266.cf,12/24/2010 17:11,New\H2\30m250micron\FAME_STD_250.6890,K11069,10124,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,H2,H2 (249),2,242.8800049,249.0299988,272.4700012,4.887525544,1.156613224,0.206606888,0.156302827,0.206606888,0.156302827,93.89065334,20.23086723,0.215472643,0,-279.291,-279.291,0.011223783
K11069_Acquisition-1266.cf,12/24/2010 17:11,New\H2\30m250micron\FAME_STD_250.6890,K11069,10124,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,H2,H2 (288.9),3,286.1199951,288.9200134,312.1099854,4.878815287,1.156606851,0.207513032,0.157293324,0.207513032,0.157293324,93.62378438,20.15372209,0.215262844,-0.890265396,-279.9326223,-279.9326223,0.011213792
K11069_Acquisition-1266.cf,12/24/2010 17:11,New\H2\30m250micron\FAME_STD_250.6890,K11069,10124,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,NA,C17 (439??),NA,NA,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K11069_Acquisition-1266.cf,12/24/2010 17:11,New\H2\30m250micron\FAME_STD_250.6890,K11069,10124,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C17,?? (445),4,440.3900146,444.9700012,454.6799927,2.246645531,0.578223703,0.296702513,0.178630912,0.296702513,0.178630912,7.14027055,1.729305118,0.242190419,124.4572183,-189.5935627,-189.5935627,0.012620487
K11069_Acquisition-1266.cf,12/24/2010 17:11,New\H2\30m250micron\FAME_STD_250.6890,K11069,10124,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,NA,C19 (500.9),5,497.2999878,500.8800049,505.4899902,0.344239033,0.085497391,0.293743785,0.17824881,0.293743785,0.17824881,1.251556096,0.299288836,0.239133377,110.393758,-199.729225,-199.729225,0.012462664
K11069_Acquisition-1266.cf,12/24/2010 17:11,New\H2\30m250micron\FAME_STD_250.6890,K11069,10124,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C19,?? (509.5),6,505.4899902,509.5499878,514.3900146,1.258136345,0.323314181,0.334683836,0.187858433,0.334683836,0.187858433,4.267406273,1.045964405,0.24510542,138.1450483,-179.7286204,-179.7286204,0.012774095
K11069_Acquisition-1266.cf,12/24/2010 17:11,New\H2\30m250micron\FAME_STD_250.6890,K11069,10124,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C21,C21 (579.6),7,568.039978,579.5700073,593.9000244,0.647387027,0.166808126,0.308414576,0.182151292,0.308414576,0.182151292,3.358979033,0.835018075,0.248592822,154.508035,-167.9356686,-167.9356686,0.012957723
K11069_Acquisition-1266.cf,12/24/2010 17:11,New\H2\30m250micron\FAME_STD_250.6890,K11069,10124,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C22,C22 (610??),NA,NA,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K11069_Acquisition-1266.cf,12/24/2010 17:11,New\H2\30m250micron\FAME_STD_250.6890,K11069,10124,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,NA,?? (616.3),8,610.3699951,616.2700195,623.960022,0.291105044,0.075319022,0.272408646,0.172183304,0.272408646,0.172183304,0.94508915,0.234942868,0.24859334,154.5991775,-167.8699814,-167.8699814,0.012958746
K11069_Acquisition-1266.cf,12/24/2010 17:11,New\H2\30m250micron\FAME_STD_250.6890,K11069,10124,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C23,C23 (656),9,648.8900146,656.0200195,668.8200073,2.61901554,0.645358333,0.268504427,0.171174913,0.268504427,0.171174913,10.51610346,2.522362097,0.239857102,114.1162088,-197.0464212,-197.0464212,0.012504438
K11069_Acquisition-1266.cf,12/24/2010 17:11,New\H2\30m250micron\FAME_STD_250.6890,K11069,10124,New\H2\30m320micron\FAME_C16-C31.met,4.384088846,69,alk11069.csv,1B1H1,69-70,C24,C24 (692.4),10,683.4799805,692.4400024,700.1300049,0.779451019,0.195649798,0.269179711,0.170904133,0.269179711,0.170904133,2.842239321,0.69248284,0.243639877,131.7732196,-184.3208547,-184.3208547,0.012702589
